-8.040955,-0.799596
0.018570,5.148381
-4.193622,-2.976031
-4.335552,0.669395
-0.095548,0.842699
-0.483723,0.070607
0.408513,-0.282683
0.090013,-0.338065
-0.033561,0.116683
-1.366883,0.198844
7.045289,4.410818
0.619944,4.769278
0.391595,3.030539
0.001710,0.001227
-0.002581,-0.001555
0.002645,-0.001101
-0.040646,0.091336
0.264910,-0.232840
-0.030205,0.254805
-6.760766,5.313767
5.096266,2.695127
-0.032607,0.209784
-0.001619,-0.002244
-2.413394,3.324172
-1.193202,-7.764619
-0.081443,0.508197
0.017755,-0.013871
5.901419,4.202221
-0.140457,0.997278
4.628603,-5.775457
-7.565614,-4.536233
-0.045497,0.070932
3.839986,2.246470
-2.133159,-1.380901
0.474405,-0.417326
-0.001559,0.001560
-6.522530,3.194957
-0.000570,0.000633
0.001189,-0.002112
-0.063360,0.946793
0.789260,-0.602712
-3.608955,0.177145
0.002474,0.000436
-0.076540,0.459252
0.006695,-0.001557
-7.432286,0.939339
-4.633337,0.726994
-0.021285,0.235087
2.950025,-3.163643
-0.862569,-0.114885
-7.374597,-6.245472
-0.001688,0.000206
-4.153724,-0.156745
0.724643,-0.631676
0.023564,0.163426
0.667806,-0.493598
0.064844,0.522487
0.278605,2.124713
5.490030,1.348267
-0.068128,0.181146
0.039707,-0.028283
-2.760316,5.670277
-0.542863,-0.063045
4.176413,-5.064206
