-6.781539,4.293947,2.486867
-3.910942,4.389016,-0.471761
4.335241,-4.457488,0.129209
-2.052264,3.296432,-1.235153
0.103286,-0.056177,-0.040897
-0.258854,0.225553,0.046157
0.155425,-0.268271,0.101241
0.275294,-0.056556,-0.222855
-0.216740,0.439569,-0.213775
-0.728989,0.663515,0.065060
4.774596,-6.881462,2.112630
1.950767,2.354357,-4.294853
0.429784,2.105982,-2.535317
0.004587,-0.000516,-0.001400
0.000044,0.003423,0.007448
-0.005189,0.003419,0.003972
-0.322994,0.621888,-0.299362
0.080233,-0.167227,0.078834
0.026752,-0.021930,-0.006609
4.209668,-6.752481,2.547323
-3.993699,4.103171,-0.110091
0.028010,-0.014333,-0.003635
0.004029,0.001151,-0.000065
1.536872,1.835550,-3.363244
-4.557422,6.237656,-1.687819
0.140302,-0.009187,-0.142763
-0.037067,0.045637,-0.013514
-1.527069,6.507810,-4.978109
0.111134,-0.049135,-0.066864
4.922482,-6.252127,1.339564
5.296554,-6.357975,1.055849
-0.312309,0.602969,-0.295332
-3.387190,4.193859,-0.805423
2.004194,-2.274075,0.262727
0.116826,-0.331967,0.222849
-0.005585,0.003003,-0.006556
-0.799484,-5.883995,6.677796
0.008246,0.008044,-0.004781
0.007185,-0.004219,-0.002446
0.121171,-0.060487,-0.068010
0.260795,-0.480034,0.223456
-1.100265,2.774275,-1.680325
-0.005237,-0.000652,0.001440
0.156660,0.007739,-0.141003
-0.005022,-0.000211,-0.004688
-0.184327,5.583808,-5.402258
-2.474085,3.397885,-0.932673
0.023147,-0.004201,-0.018678
-3.268235,1.965348,1.296707
-0.416859,0.097696,0.312624
5.772331,-9.163119,3.390343
-0.001823,0.002298,0.001140
-2.749397,0.577720,2.169967
0.196487,-0.510891,0.300029
0.018262,0.004108,-0.000958
0.321775,-0.315593,-0.003954
0.044806,-0.013657,-0.024428
0.792435,1.121605,-1.915648
3.638599,1.499601,-5.148003
-0.606363,1.157896,-0.549277
-0.100020,0.110011,-0.016660
-5.987520,3.178898,2.813620
-0.260855,0.104109,0.152261
4.449126,-5.480728,1.037281
